Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
PI040298AD5G201945,6.35,49.568,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6xfrqmt5,2019-03-20T15:31:07.000Z,2019-10-02T09:04:04.000Z
PI040298AD5G204180,6.35,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d11snemr,2019-03-20T15:43:57.000Z,2019-05-28T08:10:24.000Z
PI040298AD5I213143,6.35,49.568,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hgcxv2mx,2019-03-20T15:20:33.000Z,2019-05-10T11:48:17.000Z
PI040298AD5G202959,6.35,49.568,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dvrpt7fy,2019-03-20T15:25:01.000Z,2019-10-02T08:59:53.000Z
PI040298AD5I213997,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bbcy41g4,2019-03-20T14:42:56.000Z,2019-04-30T08:21:05.000Z
PI040298AD5I213236,6.351,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mdpq1rxr,2019-03-20T14:28:04.000Z,2019-06-15T13:22:58.000Z
PI040298AD5G202186,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_np20ky8s,2019-03-20T14:55:56.000Z,2019-10-02T09:02:13.000Z
PI040298AD5I213297,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2d3y5s8g,2019-03-20T15:12:08.000Z,2019-10-02T09:02:19.000Z
PI040298AD5I213421,6.349,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gh778e6t,2019-03-20T15:06:01.000Z,2019-05-28T08:32:39.000Z
PI040298AD5I210993,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4xt4gc13,2019-03-20T15:00:57.000Z,2019-06-15T13:27:28.000Z
PI040298AD5I210931,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k044kb2z,2019-03-20T14:51:53.000Z,2019-08-27T07:11:23.000Z
PI040298AD5I214086,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zbdxev16,2019-03-20T14:47:24.000Z,2019-10-02T08:50:50.000Z
PI040298AD5I211832,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5e2b9wbd,2019-03-20T14:37:50.000Z,2019-10-02T08:57:02.000Z
PI040298AD5I210860,6.351,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c3202zmn,2019-03-20T14:33:31.000Z,2019-07-01T13:59:06.000Z
PI040298AD5I212916,6.351,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c2nmvbzb,2019-03-20T14:21:29.000Z,2019-09-11T13:11:03.000Z
PI040298AD5I211144,6.352,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9yq3pr74,2019-03-20T14:06:19.000Z,2019-04-12T08:35:40.000Z
PI040298AD5I206085,6.121,49.68,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nkmjzahk,2019-04-05T13:36:11.000Z,2019-06-28T12:32:17.000Z
PI040298AD5I206133,6.121,49.68,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qtw49q52,2019-04-05T13:28:48.000Z,2019-06-28T12:26:25.000Z
PI040298AD5I212781,-8.578,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3mf5068s,2019-03-28T15:44:06.000Z,2019-04-12T11:44:06.000Z
"PI040298AD5I206665. FuturePractice:,Id:644,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Shrubland,Latitude:49.5964737,Longitude:6.184872,ParcelSize:1  5 ha,Photos:,SensorId:LUX-HES07,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:NW,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-04-06T08:17:43.45863+00:",6.185,49.597,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nwfpmphw,2019-04-06T07:59:23.000Z,2019-10-21T12:45:46.000Z
PI040298AD5I205671,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_njcy2mff,2019-03-28T11:26:32.000Z,2019-10-07T08:12:40.000Z
PI040298AD5I211550,-8.581,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_32by6gzc,2019-03-26T12:38:29.000Z,2019-07-17T13:17:08.000Z
PI040298AD5I213515,-8.585,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8brq7gt2,2019-03-26T12:16:05.000Z,2019-04-11T13:31:05.000Z
PI040298AD5I210639,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0mwjc9wr,2019-03-27T15:39:12.000Z,2019-10-16T11:41:21.000Z
PI040298AD5I211544,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rmr5jzsv,2019-03-27T15:42:02.000Z,2019-10-16T11:47:28.000Z
PI040298AD5I213666,-8.586,38.108,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5j4nrfsh,2019-03-27T15:33:43.000Z,2019-10-16T11:52:52.000Z
PI040298AD5I208203,-8.586,38.108,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2gdrntgm,2019-03-27T14:44:52.000Z,2019-10-16T13:02:01.000Z
PI040298AD5I211536,-8.585,38.107,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6017ym8a,2019-03-27T14:55:30.000Z,2019-10-16T12:53:18.000Z
PI040298AD5I210677,-8.584,38.107,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_74kdxt6q,2019-03-27T14:57:21.000Z,2019-10-16T12:42:14.000Z
PI040298AD5I208629,-8.585,38.108,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ggznhhrm,2019-03-27T14:54:35.000Z,2019-04-12T16:24:35.000Z
PI040298AD5I209673,-8.586,38.108,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z780c4aq,2019-03-27T14:48:42.000Z,2019-07-17T12:11:58.000Z
PI040298AD5I206206,-8.587,38.108,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5mh1yt2x,2019-03-27T14:46:11.000Z,2019-10-16T13:04:24.000Z
PI040298AD5J215076,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vhfb6gdy,2019-03-29T12:40:39.000Z,2019-04-12T15:55:39.000Z
PI040298AD5I208210,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vjvxqvrh,2019-03-29T12:46:04.000Z,2019-10-04T10:20:04.000Z
PI040298AD5I205821,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ghtzpr6v,2019-03-29T12:43:01.000Z,2019-10-04T10:16:27.000Z
PI040298AD5I210819,-8.588,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t6fsvxf1,2019-03-29T12:37:23.000Z,2019-10-04T10:12:43.000Z
PI040298AD5I211526,-8.588,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_67nkm898,2019-03-29T12:34:31.000Z,2019-06-27T12:31:25.000Z
PI040298AD5I205739,-8.588,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bb53knwf,2019-03-29T12:32:42.000Z,2019-10-04T10:01:40.000Z
PI040298AD5I206686,-8.587,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ezdhcr9y,2019-03-29T12:31:05.000Z,2019-04-12T15:46:05.000Z
"PI040298AD5G203434. FuturePractice:,Id:814,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Remote wild,LandUseSpot:Shrubland,Latitude:38.1097374,Longitude:-8.587238,ParcelSize:1  5 ha,Photos:,SensorId:PLI_HRA_W4061_9FD6,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:NW,SlopePosition:Footslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-27T14:38:11.267725+00:",-8.587,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w9narp40,2019-03-29T12:13:37.000Z,2019-10-04T09:49:53.000Z
"PI040298AD5I212775. FuturePractice:,Id:806,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:11-25%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:26-50%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Remote wild,LandUseSpot:Forest,Latitude:38.10965,Longitude:-8.587605,ParcelSize:0.5  1 ha,Photos:,SensorId:PLI_HRA_W4056_F7C1,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-27T13:07:41.290356+00:",-8.588,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hrzantvd,2019-03-29T12:04:09.000Z,2019-10-04T09:23:50.000Z
"PI040298AD5I213631. FuturePractice:,Id:807,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:11-25%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:26-50%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Remote wild,LandUseSpot:Shrubland,Latitude:38.1094322,Longitude:-8.587442,ParcelSize:0.5  1 ha,Photos:,SensorId:PLI_HRA_W4053_36C9,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-27T13:11:48.786792+00:",-8.587,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zh0wmjca,2019-03-29T11:58:18.000Z,2019-10-04T09:18:10.000Z
"PI040298AD5I207540. FuturePractice:,Id:809,LandCoverOverlay:,LandCoverTypes:[Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Remote wild,LandUseSpot:Shrubland,Latitude:38.1094322,Longitude:-8.58708,ParcelSize:1  5 ha,Photos:,SensorId:PLI_HRA_W4052_6694,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-27T13:56:05.302977+00:",-8.587,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_anwjbbrk,2019-03-29T11:55:53.000Z,2019-10-04T09:43:58.000Z
PI040298AD5J214796,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sy8sq61x,2019-03-29T17:19:13.000Z,2019-10-16T17:02:31.000Z
PI040307AD5I202875,20.404,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zhs2a60r,2019-04-05T11:09:01.000Z,2019-05-10T10:22:53.000Z
PI040307AD5I203803,20.41,47.803,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_257dvtkt,2019-04-05T10:50:48.000Z,2019-04-14T07:35:48.000Z
PI040307AD5I203239,20.404,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4qsrjm7h,2019-04-05T11:06:13.000Z,2019-05-10T10:19:46.000Z
PI040307AD5I202737,20.404,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c9n7b9bb,2019-04-05T11:12:12.000Z,2019-04-14T06:42:12.000Z
PI040307AD5I203552,20.404,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4wrnbnbr,2019-04-05T11:13:49.000Z,2019-04-14T06:43:49.000Z
PI040298AD5I209055,16.294,48.086,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6271n517,2019-04-09T07:09:57.000Z,2019-06-27T17:14:49.000Z
PI040298AD5I206006,16.364,48.237,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_08f7429d,2019-04-09T07:50:47.000Z,2019-07-04T12:41:08.000Z
PI040298AD5I212441,16.294,48.086,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_e2t5g2k3,2019-04-09T07:20:39.000Z,2019-04-10T12:35:30.000Z
PI040298AD5I213860,16.294,48.086,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wywqm0sv,2019-04-09T07:16:51.000Z,2019-07-04T10:42:39.000Z
PI040298AD5G204213,16.621,48.213,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5zwftpfp,2019-02-27T13:37:07.000Z,2019-07-05T05:44:56.000Z
PI040298AD5G203917,16.623,48.208,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_83ss8df6,2019-02-27T12:08:23.000Z,2019-07-05T09:31:39.000Z
PI040298AD5I211000,16.623,48.208,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9jre3k94,2019-03-07T09:38:04.000Z,2019-07-05T09:31:49.000Z
PI040298AD5I207345,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xpg4saqx,2019-02-27T12:16:36.000Z,2019-03-07T09:46:35.000Z
PI040298AD5I207624,16.621,48.213,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c7ps6zp3,2019-02-27T13:00:24.000Z,2019-07-05T05:36:54.000Z
PI040298AD5G201580,16.621,48.213,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2e9zsgt8,2019-02-27T12:38:21.000Z,2019-07-05T08:03:06.000Z
PI040298AD5I206672,16.621,48.213,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dpzm3t18,2019-02-27T13:27:23.000Z,2019-07-05T05:41:50.000Z
PI040298AD5G203644,16.623,48.21,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hcrxacp4,2019-02-27T12:47:46.000Z,2019-07-05T07:57:11.000Z
PI040298AD5I209371,16.623,48.21,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pk0znhsa,2019-02-27T12:28:36.000Z,2019-07-05T08:05:31.000Z
PI040298AD5I210068,16.623,48.208,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ymnvxckd,2019-02-27T09:58:41.000Z,2019-07-05T06:30:48.000Z
PI040298AD5G204001,16.623,48.208,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yw89k1zk,2019-02-27T10:07:48.000Z,2019-07-05T06:31:33.000Z
PI040298AD5I206885,16.623,48.208,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ndca00ec,2019-02-27T10:16:28.000Z,2019-07-05T06:41:15.000Z
PI040297AD5J211072,17.329,46.813,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b9znejs8,2019-02-10T14:43:29.000Z,2019-03-15T08:43:29.000Z
PI040297AD5I206008,3.79,51.596,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4gafc6e2,2019-04-10T18:57:49.000Z,2019-10-29T06:34:15.000Z
PI040297AD5I209501,3.789,51.596,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_66gh5kpd,2019-04-10T18:55:08.000Z,2019-10-29T06:29:05.000Z
PI040297AD5I209573,3.78,51.595,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s7rgw0vp,2019-04-10T18:51:05.000Z,2019-07-10T07:15:46.000Z
PI040297AD5I208062,3.78,51.596,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gb8reb6t,2019-04-10T18:48:10.000Z,2019-07-10T07:13:29.000Z
PI040298AD5I209584,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6788fsae,2019-04-04T13:33:19.000Z,2019-07-05T07:43:07.000Z
PI040298AD5I206696,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w8b88czr,2019-04-04T12:49:11.000Z,2019-07-05T06:16:31.000Z
PI040298AD5I209748,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7ypjskjk,2019-04-04T12:37:32.000Z,2019-07-05T07:34:22.000Z
PI040298AD5G203869,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fphqx8xw,2019-04-04T12:27:53.000Z,2019-07-05T08:24:31.000Z
PI040298AD5I209515,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_73m42h29,2019-04-04T11:46:03.000Z,2019-07-05T08:40:40.000Z
PI040298AD5I209555,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tkygwt10,2019-04-04T11:28:13.000Z,2019-07-05T08:25:22.000Z
PI040297AD5I206833,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xfpc6ga2,2019-04-04T11:22:40.000Z,2019-07-05T07:34:00.000Z
PI040297AD5I208932,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m017361s,2019-04-04T11:19:37.000Z,2019-05-10T09:18:47.000Z
PI040298AD5G205252,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7p6ax8qg,2019-03-28T10:02:34.000Z,2019-07-05T09:28:58.000Z
PI040297AD5I205642,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2zep6d4q,2019-04-04T11:55:17.000Z,2019-07-05T07:36:07.000Z
PI040297AD5I208551,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2h0raqbe,2019-04-04T11:52:32.000Z,2019-07-05T06:50:44.000Z
PI040297AD5I209896,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nbfmbm81,2019-04-04T13:13:42.000Z,2019-07-05T05:55:12.000Z
PI040297AD5I205531,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_e8ztp47w,2019-04-04T11:39:50.000Z,2019-07-05T06:35:57.000Z
PI040297AD5I206052,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_67ft1ctf,2019-04-04T12:03:06.000Z,2019-07-08T14:06:58.000Z
PI040297AD5I205485,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rggr4n78,2019-04-04T12:11:45.000Z,2019-07-05T08:22:21.000Z
PI040297AD5I205544,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bbhyghyx,2019-04-04T13:38:40.000Z,2019-07-05T06:18:50.000Z
PI040297AD5I206608,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_eynqwt93,2019-04-04T13:22:14.000Z,2019-07-05T09:02:52.000Z
PI040297AD5I208960,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k1ar0jq4,2019-04-04T12:30:46.000Z,2019-07-05T08:25:23.000Z
PI040297AD5I207166,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y88ajwbb,2019-04-04T11:12:05.000Z,2019-07-05T06:51:09.000Z
PI040297AD5I209399,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6n6t1ncg,2019-04-04T13:13:52.000Z,2019-07-05T06:55:02.000Z
PI040297AD5I209674,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rtxx6cn3,2019-04-04T13:20:29.000Z,2019-07-05T09:17:20.000Z
PI040297AD5I208550,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6c0adwtr,2019-04-04T12:07:34.000Z,2019-07-05T07:49:15.000Z
PI040297AD5I206246,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f3sjyhxs,2019-04-04T13:22:16.000Z,2019-07-05T06:54:50.000Z
PI040297AD5I206045,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m3whs2zy,2019-04-04T12:42:10.000Z,2019-07-05T07:53:25.000Z
PI040298AD5I209757,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_j1hr8gad,2019-04-04T12:32:58.000Z,2019-07-05T06:29:32.000Z
PI040298AD5I207526,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tpsr8m4v,2019-04-04T13:08:19.000Z,2019-07-05T08:48:03.000Z
PI040298AD5I206607,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ce4pa74p,2019-04-04T13:16:11.000Z,2019-07-05T08:10:43.000Z
PI040298AD5I207679,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fskt4gyf,2019-04-04T11:48:32.000Z,2019-07-05T08:43:17.000Z
PI040298AD5I209173,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d6a5k0v9,2019-04-04T12:47:05.000Z,2019-07-05T09:13:19.000Z
PI040298AD5I208023,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sb2vdymk,2019-04-04T12:49:01.000Z,2019-07-05T07:59:54.000Z
PI040298AD5I209759,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2m1nz1ah,2019-04-04T13:50:04.000Z,2019-07-05T08:31:10.000Z
PI040298AD5I208196,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rpyh52rr,2019-04-04T13:18:03.000Z,2019-07-05T08:12:57.000Z
PI040298AD5I207660,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t4dvvvf6,2019-04-04T12:28:45.000Z,2019-05-10T10:27:55.000Z
PI040298AD5I207513,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1p9k0xxw,2019-04-04T11:14:58.000Z,2019-07-05T08:10:18.000Z
PI040298AD5I205646,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dzr55j0q,2019-04-04T13:31:23.000Z,2019-07-08T14:04:28.000Z
PI040298AD5I206742,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_crkqz69m,2019-04-04T12:46:50.000Z,2019-07-05T08:10:50.000Z
PI040298AD5I209082,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7dzq85b8,2019-04-04T13:54:47.000Z,2019-07-05T05:51:24.000Z
